"subject" "activity" "tBodyAcc-mean()-X" "tBodyAcc-mean()-Y" "tBodyAcc-mean()-Z" "tBodyAcc-std()-X" "tBodyAcc-std()-Y" "tBodyAcc-std()-Z" "tGravityAcc-mean()-X" "tGravityAcc-mean()-Y" "tGravityAcc-mean()-Z" "tGravityAcc-std()-X" "tGravityAcc-std()-Y" "tGravityAcc-std()-Z" "tBodyAccJerk-mean()-X" "tBodyAccJerk-mean()-Y" "tBodyAccJerk-mean()-Z" "tBodyAccJerk-std()-X" "tBodyAccJerk-std()-Y" "tBodyAccJerk-std()-Z" "tBodyGyro-mean()-X" "tBodyGyro-mean()-Y" "tBodyGyro-mean()-Z" "tBodyGyro-std()-X" "tBodyGyro-std()-Y" "tBodyGyro-std()-Z" "tBodyGyroJerk-mean()-X" "tBodyGyroJerk-mean()-Y" "tBodyGyroJerk-mean()-Z" "tBodyGyroJerk-std()-X" "tBodyGyroJerk-std()-Y" "tBodyGyroJerk-std()-Z" "tBodyAccMag-mean()" "tBodyAccMag-std()" "tGravityAccMag-mean()" "tGravityAccMag-std()" "tBodyAccJerkMag-mean()" "tBodyAccJerkMag-std()" "tBodyGyroMag-mean()" "tBodyGyroMag-std()" "tBodyGyroJerkMag-mean()" "tBodyGyroJerkMag-std()" "fBodyAcc-mean()-Y" "fBodyAcc-mean()-Z" "fBodyAcc-std()-X" "fBodyAcc-std()-Y" "fBodyAcc-std()-Z" "fBodyAccJerk-mean()-X" "fBodyAccJerk-mean()-Y" "fBodyAccJerk-mean()-Z" "fBodyAccJerk-std()-X" "fBodyAccJerk-std()-Y" "fBodyAccJerk-std()-Z" "fBodyGyro-mean()-X" "fBodyGyro-mean()-Y" "fBodyGyro-mean()-Z" "fBodyGyro-std()-X" "fBodyGyro-std()-Y" "fBodyGyro-std()-Z" "fBodyAccMag-mean()" "fBodyAccMag-std()" "fBodyBodyGyroMag-mean()" "fBodyBodyGyroMag-std()" "fBodyBodyGyroMag-meanFreq()" "fBodyBodyGyroJerkMag-mean()" "fBodyBodyGyroJerkMag-std()" "fBodyBodyGyroJerkMag-meanFreq()" "angle(tBodyAccMean,gravity)" "angle(tBodyAccJerkMean),gravityMean)" "angle(tBodyGyroMean,gravityMean)" "angle(tBodyGyroJerkMean,gravityMean)" "angle(X,gravityMean)" "angle(Y,gravityMean)" "angle(Z,gravityMean)"
"5" NA "0.0293232352655598" "0.0293232352655598" "0.0293232352655598" "0.0293232352655598" "0.0293232352655598" "0.0293232352655598" "0.0293232352655598" "0.0293232352655598" "0.0293232352655598" "0.0293232352655598" "0.0293232352655598" "0.0293232352655598" "0.0293232352655598" "0.0293232352655598" "0.0293232352655598" "0.0293232352655598" "0.0293232352655598" "0.0293232352655598" "0.0293232352655598" "0.0293232352655598" "0.0293232352655598" "0.0293232352655598" "0.0293232352655598" "0.0293232352655598" "0.0293232352655598" "0.0293232352655598" "0.0293232352655598" "0.0293232352655598" "0.0293232352655598" "0.0293232352655598" "0.0293232352655598" "0.0293232352655598" "0.0293232352655598" "0.0293232352655598" "0.0293232352655598" "0.0293232352655598" "0.0293232352655598" "0.0293232352655598" "0.0293232352655598" "0.0293232352655598" "0.0293232352655598" "0.0293232352655598" "0.0293232352655598" "0.0293232352655598" "0.0293232352655598" "0.0293232352655598" "0.0293232352655598" "0.0293232352655598" "0.0293232352655598" "0.0293232352655598" "0.0293232352655598" "0.0293232352655598" "0.0293232352655598" "0.0293232352655598" "0.0293232352655598" "0.0293232352655598" "0.0293232352655598" "0.0293232352655598" "0.0293232352655598" "0.0293232352655598" "0.0293232352655598" "0.0293232352655598" "0.0293232352655598" "0.0293232352655598" "0.0293232352655598" "0.0293232352655598" "0.0293232352655598" "0.0293232352655598" "0.0293232352655598" "0.0293232352655598" "0.0293232352655598" "0.0293232352655598"
"6" NA "0.031556461792407" "0.031556461792407" "0.031556461792407" "0.031556461792407" "0.031556461792407" "0.031556461792407" "0.031556461792407" "0.031556461792407" "0.031556461792407" "0.031556461792407" "0.031556461792407" "0.031556461792407" "0.031556461792407" "0.031556461792407" "0.031556461792407" "0.031556461792407" "0.031556461792407" "0.031556461792407" "0.031556461792407" "0.031556461792407" "0.031556461792407" "0.031556461792407" "0.031556461792407" "0.031556461792407" "0.031556461792407" "0.031556461792407" "0.031556461792407" "0.031556461792407" "0.031556461792407" "0.031556461792407" "0.031556461792407" "0.031556461792407" "0.031556461792407" "0.031556461792407" "0.031556461792407" "0.031556461792407" "0.031556461792407" "0.031556461792407" "0.031556461792407" "0.031556461792407" "0.031556461792407" "0.031556461792407" "0.031556461792407" "0.031556461792407" "0.031556461792407" "0.031556461792407" "0.031556461792407" "0.031556461792407" "0.031556461792407" "0.031556461792407" "0.031556461792407" "0.031556461792407" "0.031556461792407" "0.031556461792407" "0.031556461792407" "0.031556461792407" "0.031556461792407" "0.031556461792407" "0.031556461792407" "0.031556461792407" "0.031556461792407" "0.031556461792407" "0.031556461792407" "0.031556461792407" "0.031556461792407" "0.031556461792407" "0.031556461792407" "0.031556461792407" "0.031556461792407" "0.031556461792407" "0.031556461792407" "0.031556461792407"
"7" NA "0.0299058160986504" "0.0299058160986504" "0.0299058160986504" "0.0299058160986504" "0.0299058160986504" "0.0299058160986504" "0.0299058160986504" "0.0299058160986504" "0.0299058160986504" "0.0299058160986504" "0.0299058160986504" "0.0299058160986504" "0.0299058160986504" "0.0299058160986504" "0.0299058160986504" "0.0299058160986504" "0.0299058160986504" "0.0299058160986504" "0.0299058160986504" "0.0299058160986504" "0.0299058160986504" "0.0299058160986504" "0.0299058160986504" "0.0299058160986504" "0.0299058160986504" "0.0299058160986504" "0.0299058160986504" "0.0299058160986504" "0.0299058160986504" "0.0299058160986504" "0.0299058160986504" "0.0299058160986504" "0.0299058160986504" "0.0299058160986504" "0.0299058160986504" "0.0299058160986504" "0.0299058160986504" "0.0299058160986504" "0.0299058160986504" "0.0299058160986504" "0.0299058160986504" "0.0299058160986504" "0.0299058160986504" "0.0299058160986504" "0.0299058160986504" "0.0299058160986504" "0.0299058160986504" "0.0299058160986504" "0.0299058160986504" "0.0299058160986504" "0.0299058160986504" "0.0299058160986504" "0.0299058160986504" "0.0299058160986504" "0.0299058160986504" "0.0299058160986504" "0.0299058160986504" "0.0299058160986504" "0.0299058160986504" "0.0299058160986504" "0.0299058160986504" "0.0299058160986504" "0.0299058160986504" "0.0299058160986504" "0.0299058160986504" "0.0299058160986504" "0.0299058160986504" "0.0299058160986504" "0.0299058160986504" "0.0299058160986504" "0.0299058160986504" "0.0299058160986504"
"8" NA "0.0272842023497427" "0.0272842023497427" "0.0272842023497427" "0.0272842023497427" "0.0272842023497427" "0.0272842023497427" "0.0272842023497427" "0.0272842023497427" "0.0272842023497427" "0.0272842023497427" "0.0272842023497427" "0.0272842023497427" "0.0272842023497427" "0.0272842023497427" "0.0272842023497427" "0.0272842023497427" "0.0272842023497427" "0.0272842023497427" "0.0272842023497427" "0.0272842023497427" "0.0272842023497427" "0.0272842023497427" "0.0272842023497427" "0.0272842023497427" "0.0272842023497427" "0.0272842023497427" "0.0272842023497427" "0.0272842023497427" "0.0272842023497427" "0.0272842023497427" "0.0272842023497427" "0.0272842023497427" "0.0272842023497427" "0.0272842023497427" "0.0272842023497427" "0.0272842023497427" "0.0272842023497427" "0.0272842023497427" "0.0272842023497427" "0.0272842023497427" "0.0272842023497427" "0.0272842023497427" "0.0272842023497427" "0.0272842023497427" "0.0272842023497427" "0.0272842023497427" "0.0272842023497427" "0.0272842023497427" "0.0272842023497427" "0.0272842023497427" "0.0272842023497427" "0.0272842023497427" "0.0272842023497427" "0.0272842023497427" "0.0272842023497427" "0.0272842023497427" "0.0272842023497427" "0.0272842023497427" "0.0272842023497427" "0.0272842023497427" "0.0272842023497427" "0.0272842023497427" "0.0272842023497427" "0.0272842023497427" "0.0272842023497427" "0.0272842023497427" "0.0272842023497427" "0.0272842023497427" "0.0272842023497427" "0.0272842023497427" "0.0272842023497427" "0.0272842023497427"
"9" NA "0.0279638799883484" "0.0279638799883484" "0.0279638799883484" "0.0279638799883484" "0.0279638799883484" "0.0279638799883484" "0.0279638799883484" "0.0279638799883484" "0.0279638799883484" "0.0279638799883484" "0.0279638799883484" "0.0279638799883484" "0.0279638799883484" "0.0279638799883484" "0.0279638799883484" "0.0279638799883484" "0.0279638799883484" "0.0279638799883484" "0.0279638799883484" "0.0279638799883484" "0.0279638799883484" "0.0279638799883484" "0.0279638799883484" "0.0279638799883484" "0.0279638799883484" "0.0279638799883484" "0.0279638799883484" "0.0279638799883484" "0.0279638799883484" "0.0279638799883484" "0.0279638799883484" "0.0279638799883484" "0.0279638799883484" "0.0279638799883484" "0.0279638799883484" "0.0279638799883484" "0.0279638799883484" "0.0279638799883484" "0.0279638799883484" "0.0279638799883484" "0.0279638799883484" "0.0279638799883484" "0.0279638799883484" "0.0279638799883484" "0.0279638799883484" "0.0279638799883484" "0.0279638799883484" "0.0279638799883484" "0.0279638799883484" "0.0279638799883484" "0.0279638799883484" "0.0279638799883484" "0.0279638799883484" "0.0279638799883484" "0.0279638799883484" "0.0279638799883484" "0.0279638799883484" "0.0279638799883484" "0.0279638799883484" "0.0279638799883484" "0.0279638799883484" "0.0279638799883484" "0.0279638799883484" "0.0279638799883484" "0.0279638799883484" "0.0279638799883484" "0.0279638799883484" "0.0279638799883484" "0.0279638799883484" "0.0279638799883484" "0.0279638799883484" "0.0279638799883484"
"10" NA "0.028546460821439" "0.028546460821439" "0.028546460821439" "0.028546460821439" "0.028546460821439" "0.028546460821439" "0.028546460821439" "0.028546460821439" "0.028546460821439" "0.028546460821439" "0.028546460821439" "0.028546460821439" "0.028546460821439" "0.028546460821439" "0.028546460821439" "0.028546460821439" "0.028546460821439" "0.028546460821439" "0.028546460821439" "0.028546460821439" "0.028546460821439" "0.028546460821439" "0.028546460821439" "0.028546460821439" "0.028546460821439" "0.028546460821439" "0.028546460821439" "0.028546460821439" "0.028546460821439" "0.028546460821439" "0.028546460821439" "0.028546460821439" "0.028546460821439" "0.028546460821439" "0.028546460821439" "0.028546460821439" "0.028546460821439" "0.028546460821439" "0.028546460821439" "0.028546460821439" "0.028546460821439" "0.028546460821439" "0.028546460821439" "0.028546460821439" "0.028546460821439" "0.028546460821439" "0.028546460821439" "0.028546460821439" "0.028546460821439" "0.028546460821439" "0.028546460821439" "0.028546460821439" "0.028546460821439" "0.028546460821439" "0.028546460821439" "0.028546460821439" "0.028546460821439" "0.028546460821439" "0.028546460821439" "0.028546460821439" "0.028546460821439" "0.028546460821439" "0.028546460821439" "0.028546460821439" "0.028546460821439" "0.028546460821439" "0.028546460821439" "0.028546460821439" "0.028546460821439" "0.028546460821439" "0.028546460821439" "0.028546460821439"
"11" NA "0.0306825905427711" "0.0306825905427711" "0.0306825905427711" "0.0306825905427711" "0.0306825905427711" "0.0306825905427711" "0.0306825905427711" "0.0306825905427711" "0.0306825905427711" "0.0306825905427711" "0.0306825905427711" "0.0306825905427711" "0.0306825905427711" "0.0306825905427711" "0.0306825905427711" "0.0306825905427711" "0.0306825905427711" "0.0306825905427711" "0.0306825905427711" "0.0306825905427711" "0.0306825905427711" "0.0306825905427711" "0.0306825905427711" "0.0306825905427711" "0.0306825905427711" "0.0306825905427711" "0.0306825905427711" "0.0306825905427711" "0.0306825905427711" "0.0306825905427711" "0.0306825905427711" "0.0306825905427711" "0.0306825905427711" "0.0306825905427711" "0.0306825905427711" "0.0306825905427711" "0.0306825905427711" "0.0306825905427711" "0.0306825905427711" "0.0306825905427711" "0.0306825905427711" "0.0306825905427711" "0.0306825905427711" "0.0306825905427711" "0.0306825905427711" "0.0306825905427711" "0.0306825905427711" "0.0306825905427711" "0.0306825905427711" "0.0306825905427711" "0.0306825905427711" "0.0306825905427711" "0.0306825905427711" "0.0306825905427711" "0.0306825905427711" "0.0306825905427711" "0.0306825905427711" "0.0306825905427711" "0.0306825905427711" "0.0306825905427711" "0.0306825905427711" "0.0306825905427711" "0.0306825905427711" "0.0306825905427711" "0.0306825905427711" "0.0306825905427711" "0.0306825905427711" "0.0306825905427711" "0.0306825905427711" "0.0306825905427711" "0.0306825905427711" "0.0306825905427711"
"12" NA "0.0310709777648315" "0.0310709777648315" "0.0310709777648315" "0.0310709777648315" "0.0310709777648315" "0.0310709777648315" "0.0310709777648315" "0.0310709777648315" "0.0310709777648315" "0.0310709777648315" "0.0310709777648315" "0.0310709777648315" "0.0310709777648315" "0.0310709777648315" "0.0310709777648315" "0.0310709777648315" "0.0310709777648315" "0.0310709777648315" "0.0310709777648315" "0.0310709777648315" "0.0310709777648315" "0.0310709777648315" "0.0310709777648315" "0.0310709777648315" "0.0310709777648315" "0.0310709777648315" "0.0310709777648315" "0.0310709777648315" "0.0310709777648315" "0.0310709777648315" "0.0310709777648315" "0.0310709777648315" "0.0310709777648315" "0.0310709777648315" "0.0310709777648315" "0.0310709777648315" "0.0310709777648315" "0.0310709777648315" "0.0310709777648315" "0.0310709777648315" "0.0310709777648315" "0.0310709777648315" "0.0310709777648315" "0.0310709777648315" "0.0310709777648315" "0.0310709777648315" "0.0310709777648315" "0.0310709777648315" "0.0310709777648315" "0.0310709777648315" "0.0310709777648315" "0.0310709777648315" "0.0310709777648315" "0.0310709777648315" "0.0310709777648315" "0.0310709777648315" "0.0310709777648315" "0.0310709777648315" "0.0310709777648315" "0.0310709777648315" "0.0310709777648315" "0.0310709777648315" "0.0310709777648315" "0.0310709777648315" "0.0310709777648315" "0.0310709777648315" "0.0310709777648315" "0.0310709777648315" "0.0310709777648315" "0.0310709777648315" "0.0310709777648315" "0.0310709777648315"
"13" NA "0.0317506554034372" "0.0317506554034372" "0.0317506554034372" "0.0317506554034372" "0.0317506554034372" "0.0317506554034372" "0.0317506554034372" "0.0317506554034372" "0.0317506554034372" "0.0317506554034372" "0.0317506554034372" "0.0317506554034372" "0.0317506554034372" "0.0317506554034372" "0.0317506554034372" "0.0317506554034372" "0.0317506554034372" "0.0317506554034372" "0.0317506554034372" "0.0317506554034372" "0.0317506554034372" "0.0317506554034372" "0.0317506554034372" "0.0317506554034372" "0.0317506554034372" "0.0317506554034372" "0.0317506554034372" "0.0317506554034372" "0.0317506554034372" "0.0317506554034372" "0.0317506554034372" "0.0317506554034372" "0.0317506554034372" "0.0317506554034372" "0.0317506554034372" "0.0317506554034372" "0.0317506554034372" "0.0317506554034372" "0.0317506554034372" "0.0317506554034372" "0.0317506554034372" "0.0317506554034372" "0.0317506554034372" "0.0317506554034372" "0.0317506554034372" "0.0317506554034372" "0.0317506554034372" "0.0317506554034372" "0.0317506554034372" "0.0317506554034372" "0.0317506554034372" "0.0317506554034372" "0.0317506554034372" "0.0317506554034372" "0.0317506554034372" "0.0317506554034372" "0.0317506554034372" "0.0317506554034372" "0.0317506554034372" "0.0317506554034372" "0.0317506554034372" "0.0317506554034372" "0.0317506554034372" "0.0317506554034372" "0.0317506554034372" "0.0317506554034372" "0.0317506554034372" "0.0317506554034372" "0.0317506554034372" "0.0317506554034372" "0.0317506554034372" "0.0317506554034372"
"14" NA "0.0313622681813768" "0.0313622681813768" "0.0313622681813768" "0.0313622681813768" "0.0313622681813768" "0.0313622681813768" "0.0313622681813768" "0.0313622681813768" "0.0313622681813768" "0.0313622681813768" "0.0313622681813768" "0.0313622681813768" "0.0313622681813768" "0.0313622681813768" "0.0313622681813768" "0.0313622681813768" "0.0313622681813768" "0.0313622681813768" "0.0313622681813768" "0.0313622681813768" "0.0313622681813768" "0.0313622681813768" "0.0313622681813768" "0.0313622681813768" "0.0313622681813768" "0.0313622681813768" "0.0313622681813768" "0.0313622681813768" "0.0313622681813768" "0.0313622681813768" "0.0313622681813768" "0.0313622681813768" "0.0313622681813768" "0.0313622681813768" "0.0313622681813768" "0.0313622681813768" "0.0313622681813768" "0.0313622681813768" "0.0313622681813768" "0.0313622681813768" "0.0313622681813768" "0.0313622681813768" "0.0313622681813768" "0.0313622681813768" "0.0313622681813768" "0.0313622681813768" "0.0313622681813768" "0.0313622681813768" "0.0313622681813768" "0.0313622681813768" "0.0313622681813768" "0.0313622681813768" "0.0313622681813768" "0.0313622681813768" "0.0313622681813768" "0.0313622681813768" "0.0313622681813768" "0.0313622681813768" "0.0313622681813768" "0.0313622681813768" "0.0313622681813768" "0.0313622681813768" "0.0313622681813768" "0.0313622681813768" "0.0313622681813768" "0.0313622681813768" "0.0313622681813768" "0.0313622681813768" "0.0313622681813768" "0.0313622681813768" "0.0313622681813768" "0.0313622681813768"
"15" NA "0.0318477522089523" "0.0318477522089523" "0.0318477522089523" "0.0318477522089523" "0.0318477522089523" "0.0318477522089523" "0.0318477522089523" "0.0318477522089523" "0.0318477522089523" "0.0318477522089523" "0.0318477522089523" "0.0318477522089523" "0.0318477522089523" "0.0318477522089523" "0.0318477522089523" "0.0318477522089523" "0.0318477522089523" "0.0318477522089523" "0.0318477522089523" "0.0318477522089523" "0.0318477522089523" "0.0318477522089523" "0.0318477522089523" "0.0318477522089523" "0.0318477522089523" "0.0318477522089523" "0.0318477522089523" "0.0318477522089523" "0.0318477522089523" "0.0318477522089523" "0.0318477522089523" "0.0318477522089523" "0.0318477522089523" "0.0318477522089523" "0.0318477522089523" "0.0318477522089523" "0.0318477522089523" "0.0318477522089523" "0.0318477522089523" "0.0318477522089523" "0.0318477522089523" "0.0318477522089523" "0.0318477522089523" "0.0318477522089523" "0.0318477522089523" "0.0318477522089523" "0.0318477522089523" "0.0318477522089523" "0.0318477522089523" "0.0318477522089523" "0.0318477522089523" "0.0318477522089523" "0.0318477522089523" "0.0318477522089523" "0.0318477522089523" "0.0318477522089523" "0.0318477522089523" "0.0318477522089523" "0.0318477522089523" "0.0318477522089523" "0.0318477522089523" "0.0318477522089523" "0.0318477522089523" "0.0318477522089523" "0.0318477522089523" "0.0318477522089523" "0.0318477522089523" "0.0318477522089523" "0.0318477522089523" "0.0318477522089523" "0.0318477522089523" "0.0318477522089523"
"16" NA "0.0355374308185261" "0.0355374308185261" "0.0355374308185261" "0.0355374308185261" "0.0355374308185261" "0.0355374308185261" "0.0355374308185261" "0.0355374308185261" "0.0355374308185261" "0.0355374308185261" "0.0355374308185261" "0.0355374308185261" "0.0355374308185261" "0.0355374308185261" "0.0355374308185261" "0.0355374308185261" "0.0355374308185261" "0.0355374308185261" "0.0355374308185261" "0.0355374308185261" "0.0355374308185261" "0.0355374308185261" "0.0355374308185261" "0.0355374308185261" "0.0355374308185261" "0.0355374308185261" "0.0355374308185261" "0.0355374308185261" "0.0355374308185261" "0.0355374308185261" "0.0355374308185261" "0.0355374308185261" "0.0355374308185261" "0.0355374308185261" "0.0355374308185261" "0.0355374308185261" "0.0355374308185261" "0.0355374308185261" "0.0355374308185261" "0.0355374308185261" "0.0355374308185261" "0.0355374308185261" "0.0355374308185261" "0.0355374308185261" "0.0355374308185261" "0.0355374308185261" "0.0355374308185261" "0.0355374308185261" "0.0355374308185261" "0.0355374308185261" "0.0355374308185261" "0.0355374308185261" "0.0355374308185261" "0.0355374308185261" "0.0355374308185261" "0.0355374308185261" "0.0355374308185261" "0.0355374308185261" "0.0355374308185261" "0.0355374308185261" "0.0355374308185261" "0.0355374308185261" "0.0355374308185261" "0.0355374308185261" "0.0355374308185261" "0.0355374308185261" "0.0355374308185261" "0.0355374308185261" "0.0355374308185261" "0.0355374308185261" "0.0355374308185261" "0.0355374308185261"
"17" NA "0.0357316244295563" "0.0357316244295563" "0.0357316244295563" "0.0357316244295563" "0.0357316244295563" "0.0357316244295563" "0.0357316244295563" "0.0357316244295563" "0.0357316244295563" "0.0357316244295563" "0.0357316244295563" "0.0357316244295563" "0.0357316244295563" "0.0357316244295563" "0.0357316244295563" "0.0357316244295563" "0.0357316244295563" "0.0357316244295563" "0.0357316244295563" "0.0357316244295563" "0.0357316244295563" "0.0357316244295563" "0.0357316244295563" "0.0357316244295563" "0.0357316244295563" "0.0357316244295563" "0.0357316244295563" "0.0357316244295563" "0.0357316244295563" "0.0357316244295563" "0.0357316244295563" "0.0357316244295563" "0.0357316244295563" "0.0357316244295563" "0.0357316244295563" "0.0357316244295563" "0.0357316244295563" "0.0357316244295563" "0.0357316244295563" "0.0357316244295563" "0.0357316244295563" "0.0357316244295563" "0.0357316244295563" "0.0357316244295563" "0.0357316244295563" "0.0357316244295563" "0.0357316244295563" "0.0357316244295563" "0.0357316244295563" "0.0357316244295563" "0.0357316244295563" "0.0357316244295563" "0.0357316244295563" "0.0357316244295563" "0.0357316244295563" "0.0357316244295563" "0.0357316244295563" "0.0357316244295563" "0.0357316244295563" "0.0357316244295563" "0.0357316244295563" "0.0357316244295563" "0.0357316244295563" "0.0357316244295563" "0.0357316244295563" "0.0357316244295563" "0.0357316244295563" "0.0357316244295563" "0.0357316244295563" "0.0357316244295563" "0.0357316244295563" "0.0357316244295563"
"18" NA "0.0353432372074959" "0.0353432372074959" "0.0353432372074959" "0.0353432372074959" "0.0353432372074959" "0.0353432372074959" "0.0353432372074959" "0.0353432372074959" "0.0353432372074959" "0.0353432372074959" "0.0353432372074959" "0.0353432372074959" "0.0353432372074959" "0.0353432372074959" "0.0353432372074959" "0.0353432372074959" "0.0353432372074959" "0.0353432372074959" "0.0353432372074959" "0.0353432372074959" "0.0353432372074959" "0.0353432372074959" "0.0353432372074959" "0.0353432372074959" "0.0353432372074959" "0.0353432372074959" "0.0353432372074959" "0.0353432372074959" "0.0353432372074959" "0.0353432372074959" "0.0353432372074959" "0.0353432372074959" "0.0353432372074959" "0.0353432372074959" "0.0353432372074959" "0.0353432372074959" "0.0353432372074959" "0.0353432372074959" "0.0353432372074959" "0.0353432372074959" "0.0353432372074959" "0.0353432372074959" "0.0353432372074959" "0.0353432372074959" "0.0353432372074959" "0.0353432372074959" "0.0353432372074959" "0.0353432372074959" "0.0353432372074959" "0.0353432372074959" "0.0353432372074959" "0.0353432372074959" "0.0353432372074959" "0.0353432372074959" "0.0353432372074959" "0.0353432372074959" "0.0353432372074959" "0.0353432372074959" "0.0353432372074959" "0.0353432372074959" "0.0353432372074959" "0.0353432372074959" "0.0353432372074959" "0.0353432372074959" "0.0353432372074959" "0.0353432372074959" "0.0353432372074959" "0.0353432372074959" "0.0353432372074959" "0.0353432372074959" "0.0353432372074959" "0.0353432372074959"
"19" NA "0.0349548499854355" "0.0349548499854355" "0.0349548499854355" "0.0349548499854355" "0.0349548499854355" "0.0349548499854355" "0.0349548499854355" "0.0349548499854355" "0.0349548499854355" "0.0349548499854355" "0.0349548499854355" "0.0349548499854355" "0.0349548499854355" "0.0349548499854355" "0.0349548499854355" "0.0349548499854355" "0.0349548499854355" "0.0349548499854355" "0.0349548499854355" "0.0349548499854355" "0.0349548499854355" "0.0349548499854355" "0.0349548499854355" "0.0349548499854355" "0.0349548499854355" "0.0349548499854355" "0.0349548499854355" "0.0349548499854355" "0.0349548499854355" "0.0349548499854355" "0.0349548499854355" "0.0349548499854355" "0.0349548499854355" "0.0349548499854355" "0.0349548499854355" "0.0349548499854355" "0.0349548499854355" "0.0349548499854355" "0.0349548499854355" "0.0349548499854355" "0.0349548499854355" "0.0349548499854355" "0.0349548499854355" "0.0349548499854355" "0.0349548499854355" "0.0349548499854355" "0.0349548499854355" "0.0349548499854355" "0.0349548499854355" "0.0349548499854355" "0.0349548499854355" "0.0349548499854355" "0.0349548499854355" "0.0349548499854355" "0.0349548499854355" "0.0349548499854355" "0.0349548499854355" "0.0349548499854355" "0.0349548499854355" "0.0349548499854355" "0.0349548499854355" "0.0349548499854355" "0.0349548499854355" "0.0349548499854355" "0.0349548499854355" "0.0349548499854355" "0.0349548499854355" "0.0349548499854355" "0.0349548499854355" "0.0349548499854355" "0.0349548499854355" "0.0349548499854355"
"20" NA "0.0343722691523449" "0.0343722691523449" "0.0343722691523449" "0.0343722691523449" "0.0343722691523449" "0.0343722691523449" "0.0343722691523449" "0.0343722691523449" "0.0343722691523449" "0.0343722691523449" "0.0343722691523449" "0.0343722691523449" "0.0343722691523449" "0.0343722691523449" "0.0343722691523449" "0.0343722691523449" "0.0343722691523449" "0.0343722691523449" "0.0343722691523449" "0.0343722691523449" "0.0343722691523449" "0.0343722691523449" "0.0343722691523449" "0.0343722691523449" "0.0343722691523449" "0.0343722691523449" "0.0343722691523449" "0.0343722691523449" "0.0343722691523449" "0.0343722691523449" "0.0343722691523449" "0.0343722691523449" "0.0343722691523449" "0.0343722691523449" "0.0343722691523449" "0.0343722691523449" "0.0343722691523449" "0.0343722691523449" "0.0343722691523449" "0.0343722691523449" "0.0343722691523449" "0.0343722691523449" "0.0343722691523449" "0.0343722691523449" "0.0343722691523449" "0.0343722691523449" "0.0343722691523449" "0.0343722691523449" "0.0343722691523449" "0.0343722691523449" "0.0343722691523449" "0.0343722691523449" "0.0343722691523449" "0.0343722691523449" "0.0343722691523449" "0.0343722691523449" "0.0343722691523449" "0.0343722691523449" "0.0343722691523449" "0.0343722691523449" "0.0343722691523449" "0.0343722691523449" "0.0343722691523449" "0.0343722691523449" "0.0343722691523449" "0.0343722691523449" "0.0343722691523449" "0.0343722691523449" "0.0343722691523449" "0.0343722691523449" "0.0343722691523449" "0.0343722691523449"
"21" NA "0.0396154966501602" "0.0396154966501602" "0.0396154966501602" "0.0396154966501602" "0.0396154966501602" "0.0396154966501602" "0.0396154966501602" "0.0396154966501602" "0.0396154966501602" "0.0396154966501602" "0.0396154966501602" "0.0396154966501602" "0.0396154966501602" "0.0396154966501602" "0.0396154966501602" "0.0396154966501602" "0.0396154966501602" "0.0396154966501602" "0.0396154966501602" "0.0396154966501602" "0.0396154966501602" "0.0396154966501602" "0.0396154966501602" "0.0396154966501602" "0.0396154966501602" "0.0396154966501602" "0.0396154966501602" "0.0396154966501602" "0.0396154966501602" "0.0396154966501602" "0.0396154966501602" "0.0396154966501602" "0.0396154966501602" "0.0396154966501602" "0.0396154966501602" "0.0396154966501602" "0.0396154966501602" "0.0396154966501602" "0.0396154966501602" "0.0396154966501602" "0.0396154966501602" "0.0396154966501602" "0.0396154966501602" "0.0396154966501602" "0.0396154966501602" "0.0396154966501602" "0.0396154966501602" "0.0396154966501602" "0.0396154966501602" "0.0396154966501602" "0.0396154966501602" "0.0396154966501602" "0.0396154966501602" "0.0396154966501602" "0.0396154966501602" "0.0396154966501602" "0.0396154966501602" "0.0396154966501602" "0.0396154966501602" "0.0396154966501602" "0.0396154966501602" "0.0396154966501602" "0.0396154966501602" "0.0396154966501602" "0.0396154966501602" "0.0396154966501602" "0.0396154966501602" "0.0396154966501602" "0.0396154966501602" "0.0396154966501602" "0.0396154966501602" "0.0396154966501602"
